NC1 (Tr(Σ_W)/Tr(Σ_B)),NC2 (ETF deviation),NC2 cos MSE,NC3 (1 - cos),NC3 dist,NC4 (NCC agreement)
0.08246582860482704,0.07663429737091064,0.005932136904448271,0.010429296642541885,0.020858607813782015,0.9999333620071411
