epoch,train_loss,train_acc,val_loss,val_acc,nc1,nc2,nc2_cos,nc3,nc3_dist,nc4,nc5_correlation,nc5_cka
1,3.8363130661574276,11.286666666666667,3.394922763109207,17.72,2.185233372779899,0.35759506225585935,0.1291658878326416,0.2869068384170532,0.5738137341743368,0.38573333621025085,0.7586947798728942,0.647235370166403
2,3.026649151336063,23.92,2.883113157749176,26.9,1.9646826394027788,0.31825843811035154,0.10231155902147293,0.2371559590101242,0.47431197074002057,0.472777783870697,0.8154187202453613,0.7207749768021563
3,2.4137214950539847,36.0,2.4376679241657255,35.24,1.5679347641288537,0.29281612396240236,0.08660735934972763,0.2232646495103836,0.44652936948710703,0.5410000085830688,0.7420380234718322,0.5956630509584959
4,1.9591363807293503,46.24444444444445,2.182035207748413,42.36,1.3892809108008797,0.2712982177734375,0.07434618473052979,0.20925232768058777,0.4185047017374222,0.6055333614349365,0.8098281979560852,0.7821418786980463
5,1.6669038889760321,52.913333333333334,2.094312143325806,43.26,1.2438335664743518,0.25771106719970704,0.06708585470914841,0.20451262593269348,0.40902526278980306,0.6181777715682983,0.8051599025726318,0.7774601113604166
6,1.435855740003965,58.63111111111111,2.021757486462593,46.12,1.153239113661122,0.24665998458862304,0.061455707997083664,0.19721336662769318,0.3944267296119142,0.6518444418907166,0.7920262455940247,0.7604010847562627
7,1.2611471224914899,63.208888888888886,2.0972224503755568,45.58,1.06791163036641,0.23452722549438476,0.05555860325694084,0.1910451054573059,0.3820901994048677,0.6774222254753113,0.7841827571392059,0.7513009810035789
8,1.0948579175905748,67.96222222222222,1.9785655170679093,48.36,0.9928598484272271,0.23076175689697265,0.05378887802362442,0.18576514720916748,0.3715303908853093,0.734000027179718,0.7996092677116394,0.7667998109211206
9,0.9717795127494768,70.8711111111111,2.1154346466064453,46.12,1.029330768094363,0.22689756393432617,0.05200254172086716,0.18181265890598297,0.3636253573502495,0.7183111310005188,0.7835252165794373,0.7667404716855781
10,0.8615996865555644,73.97555555555556,2.102550157904625,48.46,0.9969141038604493,0.22479669570922853,0.05104399472475052,0.17482143640518188,0.3496428642951491,0.7558222413063049,0.7727211892604828,0.7545662439942863
11,0.7641504108905792,76.73333333333333,2.2451674312353136,47.54,0.9844493927318548,0.22163782119750977,0.04961951822042465,0.1718490570783615,0.3436981422070312,0.764044463634491,0.7740747511386872,0.7361979908981741
12,0.6777246249839664,79.27555555555556,2.390446999669075,45.38,1.0348844527020453,0.21672229766845702,0.04744298756122589,0.16727665066719055,0.3345532803505216,0.7471333146095276,0.7757437348365783,0.7481965398055124
13,0.6400880894877694,80.49111111111111,2.3258090198040007,46.86,0.9946981431088803,0.21850341796875,0.0482260063290596,0.1669818013906479,0.3339636478268062,0.769955575466156,0.7848552584648132,0.7370884923484582
14,0.5876158415763215,82.07555555555555,2.197129064798355,49.38,0.9425234501833446,0.20553133010864258,0.042669832706451416,0.1543605625629425,0.3087211118014329,0.815933346748352,0.7672242403030396,0.7544936533674935
