NC1 (Tr(Σ_W)/Tr(Σ_B)),NC2 (ETF deviation),NC2 cos MSE,NC3 (1 - cos),NC3 dist,NC4 (NCC agreement)
0.3082428118031655,0.08907854080200195,0.00801513809710741,0.026872748509049416,0.05374548094279419,0.9999555945396423
