epoch,train_loss,train_acc,val_loss,val_acc,nc1,nc2,nc2_cos,nc3,nc3_dist,nc4,nc5_correlation,nc5_cka
43,0.9984490407461469,70.52888888888889,1.587723970413208,57.9,1.112692419225482,0.19660831451416017,0.03904528170824051,0.1703346073627472,0.34066927295972166,0.7303555607795715,0.7723964154720306,0.766331065047043
44,1.005172544751655,70.32666666666667,1.6742505729198456,57.54,1.09628508509061,0.20808176040649415,0.04373537376523018,0.16437837481498718,0.3287567974281251,0.7369555830955505,0.7857321262359619,0.7535196302870814
45,0.9910235777497292,70.74222222222222,1.5713801860809327,58.92,1.0886253196429412,0.20107934951782228,0.04084131866693497,0.16413936018943787,0.3282787302148813,0.7538889050483704,0.7796468257904052,0.7441872815046565
46,0.9901885314082558,71.10222222222222,1.7561246931552887,55.5,1.1154479023288641,0.21332427978515625,0.04596691206097603,0.18264858424663544,0.3652971876640572,0.6977778077125549,0.8099858820438385,0.7843141797489925
47,0.98061916960234,71.18,1.698808254301548,56.62,1.0945118598231331,0.20325780868530274,0.04173104837536812,0.1760467290878296,0.35209345602430403,0.7101333141326904,0.8048790872097016,0.7922175317902485
48,0.9882405425675891,70.65555555555555,1.543953788280487,58.6,1.1099144029652983,0.20638423919677734,0.0430247001349926,0.16030018031597137,0.32060033357273826,0.7570000290870667,0.7907321989536286,0.7701589513376431
49,0.9844652202657678,70.82222222222222,1.6487085096538068,56.54,1.1254966853881376,0.19651123046875,0.039006732404232025,0.16702429950237274,0.33404863662465006,0.7284666895866394,0.7688524782657623,0.7368650054178103
50,0.9864875609901819,70.7688888888889,1.6587092697620391,57.3,1.0709335030285958,0.20708114624023438,0.04331575706601143,0.16958872973918915,0.3391775270976018,0.7188000082969666,0.816095632314682,0.7927547090790232
51,0.9842452777718956,70.99555555555555,1.6151038020849229,58.94,1.1065314657349854,0.20426111221313475,0.042144037783145905,0.16677875816822052,0.3335575375246117,0.7339777946472168,0.7817042410373688,0.735958279992644
52,0.9746156226504933,71.2311111111111,1.727135255932808,54.86,1.104146833237754,0.20771596908569337,0.04358174651861191,0.17449481785297394,0.34898965041976227,0.7179111242294312,0.7865520000457764,0.7588879017437392
53,0.9728412551974709,71.25333333333333,1.631468617916107,58.3,1.0526578159158981,0.20962730407714844,0.04438748583197594,0.17180374264717102,0.34360746233877765,0.7397333383560181,0.8009082317352295,0.7713430756238472
54,0.966617885638367,71.35333333333334,1.6199319273233415,56.56,1.1219937449491781,0.19155092239379884,0.0370623804628849,0.1606672704219818,0.32133453969441916,0.7462444305419922,0.7773090898990631,0.754387393295793
55,0.9677450494332747,71.49777777777778,1.5821873858571052,58.58,1.0929915619480954,0.19915056228637695,0.04006155952811241,0.16170459985733032,0.3234091996457664,0.7439111471176147,0.7845283508300781,0.7527110861304915
56,0.981576665897261,71.00888888888889,1.4836667418479919,60.16,1.0729248624585896,0.18899906158447266,0.036081463098526,0.15065880119800568,0.30131757638728457,0.7677333354949951,0.7555192232131958,0.7143121361800082
57,0.9590152842416004,71.60222222222222,1.5940478265285491,57.86,1.066582293616189,0.19556716918945313,0.03863285481929779,0.158791646361351,0.31758333041944753,0.7394444346427917,0.7887467622756958,0.7482222860434543
58,0.966480666263537,71.72666666666667,1.594756507873535,58.42,1.1608666807924735,0.18869760513305664,0.035966452211141586,0.1581639051437378,0.3163278270683895,0.7418888807296753,0.7756388127803803,0.748534333145525
59,0.9649578959427096,71.32666666666667,1.5607013061642647,57.74,1.1003572458568123,0.19491403579711913,0.03837523236870766,0.15715737640857697,0.3143147515864462,0.7482222318649292,0.7789421558380127,0.7446896549169267
60,0.952060916037722,71.98666666666666,1.5384621143341064,59.94,1.0630016613283013,0.19793876647949218,0.03957551345229149,0.15665343403816223,0.3133068602226581,0.7631999850273132,0.7849786221981049,0.7619363387227882
61,0.5099942961030386,84.79777777777778,0.9327998228371144,73.92,0.7913023645538033,0.1629425811767578,0.026818472892045975,0.09980285167694092,0.19960573411026417,0.9205333590507507,0.7703993916511536,0.7469483694910151
62,0.349779209587723,89.66222222222223,0.9512687392532826,73.06,0.7926619756394196,0.15489351272583007,0.024234343320131302,0.09335008263587952,0.18670015785352234,0.9381999969482422,0.7663112699985504,0.7382521604181929
63,0.29063197949223896,91.66,0.9559937343001366,73.82,0.7589684273688464,0.15053256034851073,0.022888941690325737,0.09139803051948547,0.18279605142788796,0.9485333561897278,0.7568971514701843,0.7362690244418741
64,0.24701703085818075,92.80666666666667,0.9525961942970753,73.78,0.7799176142911777,0.14628326416015625,0.02161494269967079,0.08678781241178513,0.17357557531595602,0.9525777697563171,0.7540412008762359,0.7290213903778042
65,0.20493203183551403,94.29333333333334,0.9789583206176757,73.54,0.7783968481264034,0.14293984413146973,0.020638180896639824,0.08425474166870117,0.1685094686002253,0.9613333344459534,0.7509069323539734,0.720050571189226
66,0.1845026850827377,94.78888888888889,1.0302245184779166,73.28,0.7777110246457186,0.1433599090576172,0.020759660750627518,0.08326521515846252,0.16653045853614457,0.9627333283424377,0.7505546689033509,0.7309586124092128
67,0.16519343175671317,95.50888888888889,1.0173230048269033,72.78,0.7842422408591041,0.1420384693145752,0.02037871442735195,0.08213172852993011,0.16426344957783157,0.9668222069740295,0.751606559753418,0.7269483704026192
68,0.1506806768222966,95.86666666666666,1.0692713852971791,72.32,0.763135208434063,0.1401508617401123,0.019840670749545097,0.08051598072052002,0.1610320085135845,0.9681333303451538,0.7517939150333405,0.7249315152248359
69,0.14366232850377195,96.18888888888888,1.096617029607296,72.3,0.7702624096142937,0.1383509349822998,0.019334325566887856,0.07911188900470734,0.15822376068905442,0.9698222279548645,0.7379351198673249,0.704859661434528
70,0.14113213962197982,96.14666666666666,1.079286353290081,72.7,0.7560314578533006,0.13756916999816896,0.019116444513201714,0.07797866314649582,0.15595733670606024,0.9739333391189575,0.7522912740707397,0.7153173812609668
71,0.134720650840212,96.43111111111111,1.0738253738731145,72.62,0.755631999857899,0.1361139678955078,0.01871415413916111,0.07645401358604431,0.15290804219037057,0.9739111065864563,0.7457731604576111,0.7160250974669781
72,0.13528518108862705,96.44222222222223,1.1636378165334462,71.72,0.7621407456863517,0.13747636795043947,0.01909065991640091,0.08054286986589432,0.16108574379469245,0.9616667032241821,0.7494825065135956,0.7228191832926629
73,0.13591176586818288,96.29777777777778,1.1258114963769912,72.12,0.7591894987011025,0.13426331520080567,0.01820872724056244,0.07681248337030411,0.15362497952824924,0.9692444801330566,0.734720641374588,0.7085779371516138
74,0.1481861595530063,95.83777777777777,1.18129218891263,70.92,0.7545606776135537,0.13828537940979005,0.01931600645184517,0.080652616918087,0.16130525589238687,0.962755560874939,0.7497234523296357,0.72873688288597
75,0.1655021011617712,95.25333333333333,1.1961302598938346,71.1,0.7802983834567918,0.1436310291290283,0.020838256925344467,0.08481762558221817,0.16963524944913844,0.9573333263397217,0.7437754929065704,0.7156100245041299
76,0.1757142299743877,94.89333333333333,1.2031834930181504,69.74,0.7794172502606151,0.14148739814758302,0.020220892503857613,0.08107026666402817,0.1621405191989561,0.9566444754600525,0.7585082232952118,0.7301311947611925
77,0.18745174324563282,94.47111111111111,1.2392402943223715,69.96,0.8120708906071193,0.14214856147766114,0.020410317927598953,0.08345998823642731,0.16691997958396543,0.9506666660308838,0.7470960438251495,0.7085427720733924
78,0.18942114592275835,94.59555555555555,1.2149590545333921,70.72,0.7780836010308659,0.14139340400695802,0.020194036886096,0.08490577340126038,0.1698115391723718,0.9541555643081665,0.7534154117107391,0.7351593469395805
79,0.19026924470778217,94.4,1.2762202452868223,68.58,0.7801606683042257,0.14737892150878906,0.021939946338534355,0.08799084275960922,0.17598170464434815,0.9453555941581726,0.7689258873462677,0.7490161817196337
80,0.20528899965045805,93.94444444444444,1.3039091382175685,68.12,0.8230995156718922,0.14703177452087401,0.02183671109378338,0.08758994936943054,0.1751798835597947,0.9411777853965759,0.7603678286075592,0.7341000019876736
81,0.21002541442232375,93.72666666666667,1.3367169231176377,67.54,0.851454621892787,0.14244203567504882,0.020494680851697922,0.08798705786466599,0.17597410343387537,0.9376888871192932,0.7566101431846619,0.7382183290688022
82,0.20030997663905675,94.20222222222222,1.2723779045045376,69.62,0.7855186432602026,0.14311986923217773,0.020690200850367546,0.08470849692821503,0.16941700815459626,0.9455333352088928,0.7444581747055053,0.7092237377019982
83,0.19715203505686738,94.31777777777778,1.2909005124121904,68.82,0.7975377342850966,0.14441752433776855,0.021067090332508087,0.08592334389686584,0.17184669682749018,0.9440222382545471,0.7544655978679657,0.7221660315746891
84,0.203964717770842,93.99333333333334,1.3285949751734734,68.94,0.8239786785510972,0.143611421585083,0.020832566544413567,0.08566252887248993,0.1713250469259583,0.9417555928230286,0.7629597187042236,0.743890444129226
85,0.1916442814875733,94.3711111111111,1.2947191193699836,68.94,0.8007753533249268,0.13962928771972657,0.019693270325660706,0.08181800693273544,0.1636360341884051,0.9506444334983826,0.7517777919769287,0.7332696279166134
86,0.19404317332770338,94.31333333333333,1.3520358756184578,68.66,0.8037448520894782,0.14366911888122558,0.020849307999014854,0.08551551401615143,0.1710310133639723,0.9361777901649475,0.7427422225475311,0.716826158592968
87,0.20562873943708837,93.91333333333333,1.4478814721107482,66.06,0.853914817974326,0.1457570266723633,0.021459707990288734,0.0906733050942421,0.1813466064621116,0.9279333353042603,0.7501022696495057,0.7167095866867971
88,0.1974195224148306,94.18222222222222,1.3226894855499267,68.28,0.7983151329625545,0.1452839756011963,0.021320641040802002,0.0841943621635437,0.16838871791973362,0.9406000375747681,0.7449646413326263,0.7237278981866571
89,0.20348040852695704,93.88,1.4066640540957451,68.06,0.8460517547841424,0.14093499183654784,0.020063305273652077,0.08319678902626038,0.16639361318548482,0.9400444626808167,0.7490027666091919,0.7271332976140252
90,0.18935371105643836,94.39333333333333,1.313654611259699,68.26,0.8065109040408998,0.14581344604492188,0.021476322785019875,0.08550464361906052,0.17100928258351134,0.9417333602905273,0.7570909798145294,0.7341893630644762
91,0.18017322455786847,94.80444444444444,1.257551307231188,69.68,0.7883728503923072,0.13766305923461913,0.01914254203438759,0.07700058072805405,0.1540011704094013,0.9598000049591064,0.75922332406044,0.7398587355880195
92,0.18993197722275826,94.44888888888889,1.3967537209391594,67.58,0.82999772995981,0.1439816665649414,0.02094012126326561,0.08443325012922287,0.16886653290617915,0.9408000111579895,0.7602283775806427,0.7187836683470268
93,0.19168346512808718,94.29777777777778,1.3690686002373695,68.8,0.7751330081823704,0.1422120475769043,0.020428553223609924,0.08266884833574295,0.1653377124471831,0.9438889026641846,0.7479856550693512,0.7203973062864357
94,0.18304295524616132,94.75333333333333,1.3422184452414512,68.0,0.7878265591889428,0.1389262008666992,0.019495442509651184,0.08041853457689285,0.16083704466037488,0.9468222260475159,0.7570255041122437,0.7362752518861543
95,0.18152158726430076,94.82666666666667,1.3666704803705216,68.34,0.7732982867753118,0.14461284637451172,0.021124117076396942,0.08324368298053741,0.16648737945243056,0.9433777928352356,0.7704671144485473,0.7466757873896893
96,0.1874286140188236,94.44666666666667,1.3604839205741883,68.44,0.8269566814657254,0.1413568115234375,0.020183583721518517,0.08074813336133957,0.16149628746252576,0.9456444382667542,0.7383631527423858,0.7100809546761188
97,0.1970890191891654,94.34666666666666,1.3179702818393708,67.98,0.7652292853461571,0.1421114730834961,0.02039966732263565,0.08046801388263702,0.16093604215734558,0.94804447889328,0.7554085850715637,0.7290603397594831
98,0.17723347119648347,94.96888888888888,1.3097346901893616,68.32,0.7776135194590714,0.1386561870574951,0.019419735297560692,0.07669554650783539,0.1533911116486911,0.9507777690887451,0.7406159579753876,0.7027261018854801
99,0.17889180140231142,94.68,1.331761749088764,68.56,0.7634001161374374,0.14350544929504394,0.020801832899451256,0.08027879893779755,0.16055758332400727,0.9522444605827332,0.7549001336097717,0.7324416242405245
100,0.19484653429720888,94.28,1.4283990859985352,67.62,0.8110041753298407,0.13909819602966308,0.01954374648630619,0.08178459107875824,0.16356914679596457,0.9349333643913269,0.7572170376777649,0.7341023845277919
101,0.19695932725021106,94.16888888888889,1.336584283411503,67.98,0.7749417801119315,0.14379168510437013,0.02088489755988121,0.07818152010440826,0.15636305012249124,0.9518444538116455,0.755397629737854,0.7312685420121849
102,0.1749388917603276,94.93111111111111,1.3533517628908158,67.84,0.761318157116664,0.14084624290466308,0.020038044080138206,0.07533938437700272,0.15067876536086489,0.9537333250045776,0.7544758141040802,0.7229793846605292
103,0.17647356349466878,94.96888888888888,1.3197997257113456,68.24,0.7600148750255802,0.14144296646118165,0.020208194851875305,0.0748085230588913,0.14961702742707586,0.9629999995231628,0.7591381967067719,0.7326822969019131
104,0.1783813884354789,94.88888888888889,1.3891987398266792,67.88,0.7567727472379768,0.14232155799865723,0.02046002633869648,0.07685378193855286,0.15370758016161346,0.9509333372116089,0.7526309788227081,0.7124064447910611
105,0.179162055677311,94.75111111111111,1.3092597439885139,68.66,0.7580668732628985,0.14082618713378905,0.02003234066069126,0.07454816997051239,0.1490963394276696,0.9514444470405579,0.7409403204917908,0.7021126681224363
106,0.17435734674588524,95.10444444444444,1.3205182790756225,68.32,0.7899174183682495,0.1373375701904297,0.019052129238843918,0.0748206228017807,0.14964122723936327,0.9516444802284241,0.744813334941864,0.7224085671581769
107,0.17609468015672808,94.89333333333333,1.4517548456788063,66.22,0.8034129639720882,0.14304119110107422,0.020667459815740585,0.07906153798103333,0.15812306025418366,0.9393333196640015,0.7518541276454925,0.7148084336201161
108,0.17840637927028266,94.98666666666666,1.4191062331199646,67.64,0.7892558382089254,0.14130770683288574,0.020169563591480255,0.07770688086748123,0.15541376523645398,0.9445778131484985,0.7581160426139831,0.7266302601796086
109,0.1746690735771236,94.95111111111112,1.4233632981777191,68.1,0.7847976741963186,0.13799433708190917,0.019234785810112953,0.07645148783922195,0.15290297052538848,0.9450666904449463,0.7623928666114808,0.7422021178725771
110,0.1786353811621666,94.78,1.3768928736448287,68.24,0.7750765538590739,0.13973211288452148,0.019722288474440575,0.07771360874176025,0.1554272249946331,0.9531333446502686,0.7433707773685455,0.7044587773879211
111,0.17684647616591642,94.97777777777777,1.4068920716643334,67.3,0.7652226692610914,0.13966984748840333,0.01970471441745758,0.07656855136156082,0.15313710056527782,0.9475777745246887,0.745740818977356,0.7157494800216774
112,0.1609581062697213,95.37333333333333,1.4061428874731063,66.58,0.8192277139498338,0.13919328689575194,0.019570477306842804,0.07515999674797058,0.15032002322670962,0.9397333264350891,0.7643513679504395,0.7342868173487223
113,0.1738657412034544,94.95333333333333,1.435879185795784,66.94,0.7747775347891643,0.14326144218444825,0.020731152966618538,0.08052371442317963,0.16104746988386068,0.944088876247406,0.7538396835327148,0.7165854762878852
114,0.17653807610358027,94.97111111111111,1.4258251041173935,66.7,0.7945977489929378,0.14178570747375488,0.02030625194311142,0.07510107010602951,0.1502021514680473,0.947533369064331,0.7695020318031311,0.7461505499139814
115,0.16698277851736004,95.22444444444444,1.3445220783352851,68.86,0.7334803929921117,0.1370294952392578,0.01896674931049347,0.07100378721952438,0.14200759148050168,0.9596666693687439,0.7440999984741211,0.7255869466510841
116,0.16601580902087418,95.26666666666667,1.4138092398643494,67.9,0.7850168668709465,0.13132750511169433,0.017421124503016472,0.07019250839948654,0.14038500901015652,0.9534222483634949,0.7502465665340423,0.716002436596494
117,0.16735727701928804,95.17777777777778,1.4064439628273249,66.6,0.7729344374405385,0.14001195907592773,0.019801363348960876,0.07609198987483978,0.15218398289937396,0.9439111351966858,0.7406350016593933,0.696440172288548
118,0.1690607465041632,95.20666666666666,1.4011888917535544,67.6,0.7707085968314591,0.14154933929443358,0.0202386025339365,0.07506363093852997,0.15012724182052126,0.9462000131607056,0.7449303388595581,0.7068009519962805
119,0.17189731408672576,95.11777777777777,1.3535385198891163,67.84,0.7557172619919051,0.13522470474243165,0.01847042329609394,0.07014710456132889,0.14029422802489136,0.9561777710914612,0.7475446343421936,0.714663946841045
120,0.17484899584881283,94.92888888888889,1.3498769223690033,68.72,0.7495536324081908,0.1396025562286377,0.01968573033809662,0.07167477160692215,0.14334951519892059,0.9522889256477356,0.7493841350078583,0.7139953294974762
121,0.06289721826959233,98.66888888888889,1.0045344419777393,75.28,0.5677967194165895,0.11932353019714355,0.014381925575435162,0.04677298292517662,0.09354594657771088,0.9978222250938416,0.7362280786037445,0.7053782276923057
122,0.02923307308810763,99.61555555555556,0.9999251179397106,75.22,0.5367755601224168,0.11467348098754883,0.01328283827751875,0.04318656399846077,0.08637312551276409,0.9988000392913818,0.7316911578178406,0.7035765418737697
123,0.02311295883687721,99.72888888888889,0.9897439923137427,75.6,0.5307696762858387,0.11129471778869629,0.012511630542576313,0.0408228300511837,0.08164565468996443,0.9990000128746033,0.7278321146965027,0.7036900020404463
124,0.01953610814763868,99.7911111111111,0.9819663651287556,75.96,0.5176929070429588,0.10923765182495117,0.012053398415446281,0.03940586373209953,0.0788117475408967,0.9993333220481873,0.7219015598297119,0.6970860296531284
125,0.01738663297675719,99.80666666666667,0.9795944273471833,75.88,0.5116471548358688,0.10777273178100585,0.011732283979654312,0.0384397953748703,0.0768795955684277,0.9995777606964111,0.7225000202655792,0.6986256370988346
126,0.016232781790842473,99.8711111111111,0.9817779246717692,76.14,0.505903509844124,0.10618123054504394,0.011388339102268219,0.037534039467573166,0.0750680962010756,0.9996222257614136,0.7217187643051147,0.6988444040850832
127,0.014730068710791371,99.87333333333333,0.9665988147258758,75.96,0.498804786573633,0.10575254440307617,0.011296565644443035,0.03685762360692024,0.07371522297900412,0.9995555877685547,0.720819491147995,0.697149531687886
128,0.014266669944680127,99.88,0.9746531791985035,76.28,0.49294023975536866,0.10456628799438476,0.011044555343687534,0.03639684244990349,0.07279368426770816,0.9996222257614136,0.7180590271949768,0.6942455774526468
129,0.013385041091665202,99.91333333333333,0.9648858107626438,76.1,0.4860211961285633,0.10403688430786133,0.010933004319667816,0.03577578067779541,0.07155156629597513,0.9997333288192749,0.7164301812648773,0.6925749069765419
130,0.013095366245992906,99.88888888888889,0.96234732568264,76.48,0.4828216841508672,0.10333390235900879,0.010785753838717937,0.03537585586309433,0.07075173016695771,0.9998222589492798,0.7149534046649932,0.6922313764893632
131,0.012138263385912234,99.91333333333333,0.9573127374053001,76.6,0.475825850332264,0.10232602119445801,0.010576377622783184,0.03474285826086998,0.06948573498278222,0.9999111294746399,0.7135561943054199,0.6892582599598113
132,0.011522293024675244,99.94444444444444,0.9541713930666447,76.4,0.4672706935660406,0.10177740097045898,0.010463272221386433,0.03442307934165001,0.06884615659175551,0.9998666644096375,0.7125547826290131,0.6874167047166597
133,0.011454250322210348,99.92444444444445,0.9493974417448043,76.76,0.4638874937828757,0.1008652400970459,0.010276563465595245,0.034042466431856155,0.0680849448279423,0.9999333620071411,0.7116968870162964,0.6886184809470434
134,0.011091158895975572,99.94888888888889,0.9415780000388623,76.74,0.4603440968203313,0.10024313926696778,0.010150189511477947,0.033824894577264786,0.06764979363563044,0.9998222589492798,0.7105553150177002,0.6861899706558019
135,0.010975550268829631,99.94,0.9367452926933766,76.66,0.4548855758531972,0.0999567985534668,0.010092285461723804,0.033414993435144424,0.06683000540250816,0.9998888969421387,0.7093303561210632,0.6843655096708038
